0	1
0	3
0	16
0	17
0	18
0	23
0	25
0	31
0	48
0	51
0	64
0	67
0	68
0	81
0	85
0	88
0	90
0	106
0	128
0	134
0	142
0	143
0	158
0	164
0	166
0	174
0	176
0	185
0	198
0	202
0	204
0	209
0	210
0	212
0	221
0	225
0	228
0	231
0	233
0	239
0	245
0	251
0	255
0	282
0	288
0	289
0	290
0	292
0	293
0	298
0	301
0	306
0	319
0	321
0	323
0	354
0	359
0	363
0	364
0	383
0	384
0	428
0	430
0	437
0	449
0	462
0	466
1	45
1	67
2	485
4	41
4	244
5	256
6	85
6	363
7	67
8	88
9	45
9	197
10	85
10	363
11	45
11	68
12	67
12	147
12	486
13	45
13	141
14	158
15	45
16	486
17	88
17	157
17	176
18	228
19	363
20	45
20	105
20	282
21	68
22	67
23	45
23	88
24	485
25	363
26	88
27	67
27	202
28	212
28	305
29	439
30	67
31	88
31	177
31	222
31	247
31	248
31	359
32	38
32	87
32	229
33	158
34	88
35	88
35	106
35	441
36	45
36	134
36	176
37	106
37	176
37	212
37	387
38	45
39	45
39	49
39	226
40	45
40	88
41	67
41	71
41	176
41	212
41	369
42	57
42	68
43	147
43	212
44	85
44	363
45	47
45	49
45	53
45	54
45	56
45	59
45	67
45	68
45	85
45	102
45	107
45	114
45	132
45	136
45	180
45	181
45	199
45	217
45	240
45	244
45	256
45	292
45	294
45	302
45	303
45	319
45	326
45	439
45	441
45	466
45	469
45	485
45	486
46	84
46	180
47	282
48	64
48	67
48	69
48	88
48	106
48	128
48	134
48	156
48	176
48	212
48	333
48	359
49	212
49	226
50	359
52	64
52	67
52	134
52	226
53	106
53	327
54	67
54	255
55	163
56	361
57	67
57	134
57	154
57	225
58	62
58	105
58	176
59	67
59	105
59	212
59	290
59	357
60	79
61	91
62	105
63	82
63	326
63	365
64	67
64	68
64	78
64	81
64	85
64	88
64	89
64	106
64	128
64	134
64	135
64	138
64	142
64	144
64	149
64	157
64	158
64	166
64	171
64	176
64	186
64	191
64	192
64	206
64	210
64	212
64	225
64	230
64	231
64	233
64	239
64	245
64	263
64	290
64	298
64	301
64	321
64	363
65	67
66	67
67	68
67	77
67	81
67	82
67	84
67	85
67	88
67	105
67	106
67	110
67	128
67	134
67	142
67	147
67	153
67	157
67	158
67	166
67	176
67	178
67	185
67	191
67	197
67	206
67	208
67	210
67	212
67	223
67	225
67	228
67	233
67	239
67	245
67	255
67	264
67	288
67	298
67	301
67	303
67	305
67	314
67	319
67	321
67	326
67	334
67	359
67	361
67	363
67	392
67	466
68	85
68	88
68	106
68	128
68	134
68	142
68	145
68	157
68	176
68	212
68	359
69	363
70	147
70	485
71	244
72	193
73	74
74	91
75	91
76	91
77	144
77	212
77	336
77	428
78	138
78	185
79	82
79	326
80	88
80	336
81	91
81	106
81	128
81	134
81	142
81	176
81	212
82	93
82	97
82	98
82	212
82	319
83	363
84	88
84	212
85	106
85	128
85	142
85	176
85	212
85	363
86	148
86	167
87	106
87	176
88	89
88	94
88	96
88	105
88	106
88	111
88	128
88	134
88	137
88	138
88	139
88	143
88	154
88	157
88	158
88	165
88	166
88	169
88	176
88	178
88	185
88	186
88	202
88	204
88	206
88	207
88	210
88	212
88	218
88	220
88	225
88	228
88	230
88	231
88	239
88	241
88	242
88	245
88	246
88	247
88	249
88	255
88	278
88	279
88	282
88	288
88	293
88	297
88	298
88	304
88	306
88	309
88	312
88	313
88	315
88	319
88	321
88	328
88	334
88	352
88	357
88	359
88	360
88	368
88	370
88	371
88	376
88	377
88	388
88	391
88	400
88	406
88	423
88	437
88	442
88	445
88	455
88	457
88	464
88	465
88	475
88	492
89	108
89	112
89	126
89	138
89	146
89	163
89	178
89	186
89	192
89	233
89	258
89	266
89	339
89	342
90	309
91	124
91	125
92	146
92	270
92	319
92	338
92	429
93	106
93	326
94	95
94	308
94	365
95	96
95	308
96	308
96	394
97	106
97	131
97	308
97	440
98	477
99	101
99	192
99	319
99	429
100	148
101	186
101	405
101	426
102	361
102	366
103	256
104	212
104	293
105	106
105	117
105	212
105	217
106	128
106	132
106	134
106	139
106	141
106	142
106	154
106	157
106	158
106	161
106	166
106	169
106	171
106	176
106	191
106	201
106	202
106	203
106	206
106	210
106	212
106	215
106	220
106	225
106	227
106	230
106	231
106	233
106	234
106	235
106	237
106	239
106	242
106	245
106	247
106	251
106	255
106	256
106	272
106	282
106	283
106	287
106	288
106	290
106	300
106	301
106	309
106	319
106	320
106	321
106	354
106	358
106	359
106	361
106	362
106	363
106	365
106	372
106	377
106	388
106	396
106	398
106	444
106	446
106	448
106	450
106	463
106	489
106	492
107	212
108	185
109	138
109	146
109	270
109	348
110	212
110	353
110	429
111	301
111	392
112	138
112	143
112	146
112	186
112	187
112	270
112	347
113	133
114	361
115	128
116	128
117	128
118	128
119	128
120	128
121	128
121	199
122	128
122	490
123	363
125	363
126	163
126	172
127	128
127	348
128	129
128	134
128	142
128	158
128	166
128	176
128	206
128	212
128	231
128	233
128	239
128	245
128	301
128	321
130	234
130	319
131	365
133	150
133	272
133	337
134	142
134	157
134	158
134	166
134	171
134	176
134	191
134	210
134	212
134	225
134	230
134	231
134	233
134	239
134	245
134	256
134	282
134	288
134	290
134	293
134	298
134	301
134	321
134	359
134	363
134	373
134	435
134	438
134	465
134	469
135	163
135	194
136	359
138	142
138	148
138	167
138	183
138	186
138	189
138	191
138	192
138	261
138	263
138	267
138	278
138	406
138	417
138	428
139	254
140	354
140	369
141	236
141	291
141	482
142	157
142	158
142	191
142	212
142	272
142	290
142	301
143	176
143	189
143	212
143	239
143	426
146	167
146	174
146	191
146	195
146	259
146	261
146	264
146	265
146	270
146	275
147	171
147	231
147	284
147	294
147	302
147	481
148	346
148	467
149	413
151	235
152	253
153	386
155	181
155	182
155	282
156	480
157	158
157	160
157	168
157	171
157	176
157	177
157	185
157	191
157	210
157	212
157	225
157	228
157	230
157	231
157	233
157	245
157	250
157	288
157	290
157	321
158	176
158	212
158	304
158	359
158	367
158	451
158	452
158	461
158	476
158	484
159	201
159	208
159	471
160	249
161	359
162	258
162	350
162	362
163	319
163	429
164	441
166	167
166	168
166	176
166	212
166	286
166	287
166	359
167	175
167	192
167	193
167	270
169	402
170	359
170	401
170	434
170	477
171	176
171	212
172	173
174	212
174	263
174	270
174	422
176	178
176	179
176	185
176	191
176	206
176	210
176	212
176	213
176	218
176	225
176	228
176	230
176	231
176	233
176	239
176	245
176	253
176	264
176	271
176	288
176	290
176	298
176	301
176	307
176	319
176	323
176	334
176	359
176	363
176	375
176	377
176	381
176	392
176	439
178	270
178	272
178	427
179	321
181	182
183	233
183	272
184	191
185	192
185	212
185	262
185	267
185	268
185	269
185	270
185	274
185	340
185	352
185	359
186	188
186	189
186	190
186	192
186	196
186	259
186	264
186	268
186	270
186	280
186	339
186	340
186	345
186	348
186	359
186	404
186	417
186	422
186	425
188	189
189	407
190	279
190	418
191	270
191	359
192	261
192	277
192	348
192	405
192	406
192	408
192	421
194	276
195	270
195	307
195	412
196	273
196	349
196	419
197	354
198	281
199	227
200	297
204	205
206	212
206	228
206	281
206	334
206	352
207	401
207	434
207	480
210	359
210	403
211	251
212	218
212	225
212	227
212	228
212	229
212	230
212	231
212	237
212	239
212	243
212	245
212	251
212	255
212	257
212	263
212	271
212	285
212	288
212	299
212	301
212	309
212	319
212	321
212	323
212	325
212	331
212	344
